move_number,start_eval,end_eval,delta_eval,move_quality,time_per_move,accuracy_score,blunder_risk,flag1,flag2,flag3,last_elo,phase_Endgame,phase_Middlegame,phase_Opening
4,2.05,2.04,-0.01,Perfect,0.44,5.37,0.38,0,0,0,1880.42,False,False,True
5,2.04,0.27,-1.77,Blunder,2.23,2.11,1.42,0,0,0,1884.99,False,False,True
6,0.27,0.24,-0.03,Perfect,0.76,6.0,0.08,1,0,0,1877.9,False,False,True
7,0.24,0.24,-0.0,Perfect,1.85,5.4,0.26,0,0,0,1880.62,False,False,True
8,0.24,2.52,2.28,Blunder,2.35,1.33,1.97,0,0,1,1884.51,False,False,True
9,2.52,2.52,-0.0,Perfect,0.88,5.87,0.11,0,0,0,1877.38,False,False,True
10,2.52,2.57,0.05,Perfect,1.98,5.91,0.02,0,0,0,1882.76,False,False,True
11,2.57,0.54,-2.02,Blunder,2.21,1.81,1.78,1,0,0,1889.14,False,True,False
12,0.54,0.85,0.31,Good,3.6,5.31,0.27,1,0,0,1880.99,False,True,False
13,0.85,0.78,-0.07,Perfect,3.73,5.78,0.23,0,0,0,1881.7,False,True,False
14,0.78,0.6,-0.19,Perfect,2.98,6.0,0.26,0,0,0,1884.9,False,True,False
15,0.6,0.24,-0.36,Good,5.71,5.13,0.4,0,0,0,1887.86,False,True,False
16,0.24,0.18,-0.06,Perfect,4.06,6.0,0.32,0,0,0,1889.16,False,True,False
17,0.18,0.22,0.05,Perfect,2.6,5.04,0.36,0,1,0,1891.54,True,False,False
18,0.22,-1.5,-1.73,Blunder,3.67,3.35,1.47,0,0,0,1897.78,True,False,False
19,-1.5,-1.46,0.04,Perfect,0.59,5.05,0.18,1,0,0,1887.1,True,False,False
20,-1.46,-1.47,-0.01,Perfect,1.16,5.71,0.22,0,0,0,1891.19,True,False,False
21,-1.47,-1.5,-0.03,Perfect,0.62,6.0,0.14,0,0,0,1895.54,True,False,False
22,-1.5,-4.13,-2.63,Blunder,3.49,0.54,2.0,0,0,0,1900.8,True,False,False
1,-0.74,-0.35,0.4,Good,1.32,4.88,0.24,0,0,0,1038.68,False,False,True
2,-0.35,-0.33,0.01,Perfect,0.39,6.0,0.12,0,0,0,1039.34,False,False,True
3,-0.33,-0.28,0.05,Perfect,1.32,6.0,0.18,1,0,0,1043.26,False,False,True
4,-0.28,-0.15,0.14,Perfect,0.63,6.0,0.15,0,0,0,1046.77,False,False,True
5,-0.15,-0.11,0.04,Perfect,1.91,6.0,0.1,0,0,0,1049.06,False,False,True
6,-0.11,-0.14,-0.04,Perfect,1.54,4.59,0.03,0,0,0,1052.76,False,False,True
7,-0.14,-0.16,-0.02,Perfect,1.7,6.0,0.16,0,0,0,1054.8,False,False,True
8,-0.16,-0.19,-0.03,Perfect,1.26,6.0,0.14,1,0,0,1057.16,False,False,True
9,-0.19,-0.83,-0.63,Inaccuracy,2.36,5.28,0.39,0,0,0,1060.28,False,False,True
10,-0.83,-0.77,0.05,Perfect,0.59,6.0,0.17,0,0,0,1058.0,False,False,True
11,-0.77,-0.67,0.1,Perfect,3.59,5.91,0.22,0,0,0,1061.3,False,True,False
12,-0.67,-0.49,0.18,Perfect,3.93,5.22,0.2,0,1,0,1064.65,False,True,False
13,-0.49,-1.26,-0.77,Inaccuracy,5.88,3.72,0.66,0,0,0,1068.28,False,True,False
14,-1.26,-1.77,-0.51,Inaccuracy,3.79,4.16,0.17,0,1,0,1066.57,False,True,False
15,-1.77,-4.25,-2.48,Blunder,3.41,0.76,2.0,0,0,0,1064.39,False,True,False
16,-4.25,-4.13,0.12,Perfect,4.16,6.0,0.29,0,0,0,1059.39,False,True,False
17,-4.13,-4.15,-0.02,Perfect,2.78,6.0,0.03,0,0,0,1064.2,True,False,False
18,-4.15,-4.06,0.09,Perfect,3.83,5.75,0.09,0,0,0,1068.8,True,False,False
19,-4.06,-4.09,-0.03,Perfect,1.29,5.35,0.26,0,0,0,1075.1,True,False,False
20,-4.09,-4.09,0.0,Perfect,0.58,6.0,0.13,0,0,0,1078.84,True,False,False
21,-4.09,-4.07,0.02,Perfect,1.13,4.91,0.02,0,0,0,1085.23,True,False,False
22,-4.07,-5.0,-2.78,Blunder,2.89,1.6,2.0,0,0,0,1090.32,True,False,False
1,-0.14,-2.93,-2.78,Blunder,0.7,0.75,2.0,0,0,0,2066.59,False,False,True
2,-2.93,-1.42,1.51,Blunder,2.09,3.38,1.39,0,0,0,2060.2,False,False,True
3,-1.42,-1.39,0.03,Perfect,0.75,5.78,0.21,1,0,0,2049.24,False,False,True
4,-1.39,-1.4,-0.01,Perfect,1.68,6.0,0.2,0,0,0,2052.39,False,False,True
5,-1.4,-0.09,1.31,Blunder,0.98,3.68,0.89,0,1,0,2056.17,False,False,True
6,-0.09,-0.11,-0.02,Perfect,2.06,6.0,0.15,0,0,0,2048.95,False,False,True
7,-0.11,-0.12,-0.01,Perfect,0.91,6.0,0.36,0,0,0,2051.53,False,False,True
8,-0.12,1.34,1.46,Blunder,1.0,3.12,0.98,0,1,0,2055.03,False,False,True
9,1.34,1.42,0.08,Perfect,2.2,5.65,0.22,0,0,0,2048.36,False,False,True
10,1.42,1.42,-0.0,Perfect,0.61,5.66,0.01,1,0,0,2050.62,False,False,True
11,1.42,1.45,0.03,Perfect,4.62,5.84,0.26,1,1,0,2053.87,False,True,False
12,1.45,1.8,0.35,Good,3.34,5.54,0.34,0,0,0,2057.25,False,True,False
13,1.8,1.49,-0.31,Good,5.86,5.81,0.09,1,0,0,2058.22,False,True,False
14,1.49,1.49,-0.01,Perfect,4.12,4.9,0.33,0,0,0,2059.13,False,True,False
15,1.49,1.28,-0.2,Good,3.13,6.0,0.33,0,0,0,2062.8,False,True,False
16,1.28,1.22,-0.06,Perfect,1.78,5.71,0.24,0,0,0,2063.74,True,False,False
17,1.22,1.22,-0.0,Perfect,2.99,6.0,0.0,1,0,0,2070.11,True,False,False
18,1.22,1.01,-0.21,Good,0.79,5.32,0.02,0,0,0,2074.54,True,False,False
19,1.01,0.98,-0.03,Perfect,1.25,5.42,0.17,1,0,0,2075.46,True,False,False
20,0.98,0.93,-0.05,Perfect,0.9,5.75,0.39,0,0,0,2080.87,True,False,False
21,0.93,2.92,1.99,Blunder,2.13,1.5,1.71,0,0,0,2085.37,True,False,False
1,-0.29,-0.3,-0.01,Perfect,0.91,5.6,0.11,0,0,0,1987.39,False,False,True
2,-0.3,-0.31,-0.01,Perfect,2.09,5.67,0.27,0,0,0,1990.61,False,False,True
3,-0.31,-0.31,-0.0,Perfect,0.44,6.0,0.02,0,0,0,1994.04,False,False,True
4,-0.31,-0.28,0.03,Perfect,1.79,6.0,0.32,0,1,0,1998.01,False,False,True
5,-0.28,-0.27,0.01,Perfect,0.56,5.98,0.06,0,1,0,2001.3,False,False,True
6,-0.27,-0.24,0.02,Perfect,0.58,6.0,0.07,1,0,0,2004.95,False,False,True
7,-0.24,-0.29,-0.05,Perfect,2.01,4.9,0.22,0,1,0,2007.45,False,False,True
8,-0.29,-0.3,-0.01,Perfect,1.08,6.0,0.26,0,0,0,2010.68,False,False,True
9,-0.3,-0.43,-0.13,Perfect,1.84,5.14,0.28,0,1,0,2013.98,False,False,True
10,-0.43,-0.47,-0.03,Perfect,0.44,6.0,0.39,0,0,0,2017.71,False,False,True
11,-0.47,-0.48,-0.01,Perfect,4.05,5.28,0.19,0,0,0,2021.44,False,True,False
12,-0.48,-0.46,0.02,Perfect,2.81,6.0,0.31,0,0,0,2024.42,False,True,False
13,-0.46,-0.18,0.27,Good,3.74,5.9,0.36,0,0,0,2026.74,False,True,False
14,-0.18,-2.11,-1.93,Blunder,7.0,1.9,1.72,0,0,0,2027.27,False,True,False
15,-2.11,-2.25,-0.15,Perfect,4.36,5.54,0.1,0,0,0,2021.2,True,False,False
16,-2.25,-2.1,0.16,Perfect,1.88,5.54,0.21,0,0,0,2027.14,True,False,False
17,-2.1,-2.13,-0.03,Perfect,2.97,5.64,0.22,0,1,0,2031.48,True,False,False
18,-2.13,-2.09,0.03,Perfect,1.69,6.0,0.09,1,0,0,2036.06,True,False,False
19,-2.09,-2.12,-0.03,Perfect,1.09,6.0,0.36,1,1,0,2041.43,True,False,False
20,-2.12,-2.13,-0.01,Perfect,1.01,6.0,0.13,0,0,0,2046.15,True,False,False
1,0.28,0.27,-0.01,Perfect,1.33,6.0,0.17,0,1,0,1394.03,False,False,True
2,0.27,0.28,0.01,Perfect,1.29,5.87,0.09,0,0,0,1397.93,False,False,True
3,0.28,0.24,-0.04,Perfect,0.86,5.33,0.27,0,0,0,1400.54,False,False,True
4,0.24,0.26,0.02,Perfect,0.57,6.0,0.29,0,0,0,1403.39,False,False,True
5,0.26,-1.8,-2.06,Blunder,1.46,1.97,1.68,0,0,0,1405.51,False,False,True
6,-1.8,-1.76,0.05,Perfect,1.18,5.64,0.34,1,0,0,1398.28,False,False,True
7,-1.76,-1.81,-0.06,Perfect,2.04,5.87,0.15,0,0,0,1402.05,False,False,True
8,-1.81,-1.76,0.05,Perfect,1.13,6.0,0.14,0,0,0,1404.95,False,False,True
9,-1.76,-1.75,0.01,Perfect,0.57,4.5,0.26,1,0,0,1407.39,False,False,True
10,-1.75,-1.81,-0.05,Perfect,1.54,6.0,0.14,1,0,0,1411.02,False,False,True
11,-1.81,-1.61,0.19,Perfect,5.07,5.08,0.03,1,0,0,1414.41,False,True,False
12,-1.61,-1.61,0.0,Perfect,4.59,5.94,0.23,1,0,0,1417.72,False,True,False
13,-1.61,-2.06,-0.45,Good,2.69,4.77,0.22,0,0,0,1420.67,False,True,False
14,-2.06,-2.01,0.05,Perfect,1.97,5.5,0.18,1,0,0,1421.2,False,True,False
15,-2.01,-1.98,0.03,Perfect,4.76,6.0,0.26,0,0,0,1426.69,False,True,False
16,-1.98,-1.96,0.02,Perfect,1.29,5.67,0.16,0,0,0,1432.63,False,True,False
17,-1.96,-2.03,-0.07,Perfect,3.01,6.0,0.02,0,0,0,1436.15,False,True,False
18,-2.03,-2.03,-0.0,Perfect,4.59,6.0,0.37,0,0,0,1438.57,False,True,False
19,-2.03,-2.2,-0.16,Perfect,1.27,5.58,0.21,0,0,0,1441.86,False,True,False
20,-2.2,-2.06,0.14,Perfect,3.23,5.41,0.06,0,0,0,1448.2,False,True,False
21,-2.06,-1.98,0.08,Perfect,5.06,6.0,0.12,1,0,0,1452.79,False,True,False
22,-1.98,-1.88,0.09,Perfect,3.39,5.57,0.15,0,0,0,1456.07,False,True,False
23,-1.88,-1.77,0.11,Perfect,4.18,5.68,0.27,0,0,0,1458.8,False,True,False
24,-1.77,-1.33,0.44,Good,5.17,4.83,0.3,0,0,0,1462.1,False,True,False
25,-1.33,-3.88,-2.55,Blunder,6.89,1.05,2.0,0,0,0,1463.36,False,True,False
26,-3.88,-3.88,0.01,Perfect,3.07,5.75,0.11,0,0,0,1458.84,False,True,False
27,-3.88,-3.89,-0.01,Perfect,1.63,6.0,0.17,0,0,0,1463.7,True,False,False
28,-3.89,-3.97,-0.09,Perfect,2.53,6.0,0.37,0,0,0,1468.23,True,False,False
29,-3.97,-3.95,0.03,Perfect,3.44,6.0,0.22,0,0,0,1474.52,True,False,False
30,-3.95,-3.39,0.56,Inaccuracy,2.05,5.25,0.52,0,0,0,1478.91,True,False,False
31,-3.39,-3.38,0.0,Perfect,1.24,6.0,0.33,0,0,0,1474.46,True,False,False
32,-3.38,-2.91,0.48,Good,3.11,4.87,0.4,0,0,0,1480.19,True,False,False
33,-2.91,-3.32,-0.41,Good,2.94,5.36,0.27,0,0,0,1481.97,True,False,False
34,-3.32,-3.06,0.26,Good,1.24,5.15,0.36,0,0,0,1483.31,True,False,False
35,-3.06,-3.09,-0.04,Perfect,1.05,5.71,0.34,0,0,0,1485.17,True,False,False
1,-0.33,1.68,2.01,Blunder,3.35,2.02,1.66,0,0,0,700.04,False,False,True
2,1.68,1.54,-0.14,Perfect,1.53,6.0,0.1,0,0,0,693.38,False,False,True
3,1.54,4.12,2.58,Blunder,1.35,1.67,2.0,0,1,0,696.57,False,False,True
4,4.12,4.21,0.09,Perfect,2.14,6.0,0.26,1,0,0,690.88,False,False,True
5,4.21,4.23,0.02,Perfect,1.33,6.0,0.34,0,0,0,694.51,False,False,True
6,4.23,4.3,0.06,Perfect,1.2,6.0,0.18,0,1,0,698.72,False,False,True
7,4.3,4.86,0.57,Inaccuracy,2.38,4.29,0.47,1,0,0,703.69,False,False,True
8,4.86,4.84,-0.03,Perfect,1.49,5.67,0.31,0,0,1,698.98,False,False,True
9,4.84,4.87,0.04,Perfect,0.64,6.0,0.22,0,0,0,703.82,False,False,True
10,4.87,4.99,0.12,Perfect,0.83,5.55,0.24,0,0,0,708.9,False,False,True
11,4.99,5.0,0.01,Perfect,4.53,4.54,0.09,0,0,0,714.19,False,True,False
12,5.0,5.0,0.11,Perfect,5.52,5.81,0.28,0,0,0,718.37,False,True,False
13,5.0,5.0,2.74,Blunder,7.0,1.56,2.0,0,0,0,722.35,False,True,False
14,5.0,5.0,1.45,Blunder,2.1,3.52,1.04,0,0,0,710.92,False,True,False
15,5.0,4.72,-0.28,Good,3.89,6.0,0.06,0,0,0,698.91,False,True,False
16,4.72,4.74,0.01,Perfect,3.7,5.93,0.12,1,0,0,700.65,False,True,False
17,4.74,4.48,-0.26,Good,2.31,6.0,0.05,0,0,0,704.82,False,True,False
18,4.48,4.49,0.01,Perfect,3.8,6.0,0.29,1,0,0,707.08,False,True,False
19,4.49,4.46,-0.03,Perfect,1.69,5.51,0.18,1,0,0,713.45,False,True,False
20,4.46,4.39,-0.07,Perfect,2.02,6.0,0.26,0,0,0,719.04,False,True,False
21,4.39,3.15,-1.24,Blunder,4.31,4.23,1.13,0,0,0,723.71,False,True,False
22,3.15,3.21,0.06,Perfect,2.74,5.6,0.1,0,0,0,714.57,False,True,False
23,3.21,3.59,0.37,Good,3.78,5.52,0.29,0,0,0,719.91,False,True,False
24,3.59,3.24,-0.35,Good,5.0,5.5,0.3,0,0,0,720.86,False,True,False
25,3.24,3.32,0.08,Perfect,3.19,5.3,0.0,0,0,0,723.16,False,True,False
26,3.32,2.74,-0.58,Inaccuracy,2.25,5.23,0.37,0,0,0,728.22,False,True,False
27,2.74,1.76,-0.98,Inaccuracy,7.0,4.72,0.73,1,0,0,723.57,False,True,False
28,1.76,4.09,2.33,Blunder,5.11,1.66,1.92,1,1,0,719.36,True,False,False
29,4.09,4.05,-0.04,Perfect,4.05,5.94,0.4,0,0,0,706.44,True,False,False
30,4.05,3.57,-0.48,Good,2.01,6.0,0.35,0,0,0,711.51,True,False,False
31,3.57,3.49,-0.08,Perfect,3.78,6.0,0.34,0,0,0,712.61,True,False,False
32,3.49,5.0,2.6,Blunder,2.75,0.41,2.0,1,0,0,718.45,True,False,False
33,5.0,4.64,-0.36,Good,2.62,5.51,0.2,0,1,0,705.39,True,False,False
34,4.64,4.5,-0.14,Perfect,1.23,6.0,0.19,0,1,0,707.52,True,False,False
35,4.5,2.47,-2.04,Blunder,1.85,1.79,1.61,0,0,0,711.06,True,False,False
36,2.47,2.74,0.27,Good,1.55,4.98,0.16,0,0,0,696.22,True,False,False
37,2.74,-0.03,-2.77,Blunder,1.79,1.34,2.0,0,0,0,698.23,True,False,False
1,0.44,0.45,0.02,Perfect,0.99,5.58,0.14,0,0,0,1749.15,False,False,True
2,0.45,0.43,-0.02,Perfect,1.04,5.44,0.4,0,0,0,1751.2,False,False,True
3,0.43,0.17,-0.26,Good,1.32,5.58,0.04,0,0,0,1753.57,False,False,True
4,0.17,0.39,0.22,Good,1.96,5.25,0.26,1,1,0,1755.06,False,False,True
5,0.39,0.42,0.03,Perfect,1.06,6.0,0.06,0,0,0,1756.51,False,False,True
6,0.42,0.59,0.17,Perfect,0.79,6.0,0.33,1,0,0,1759.22,False,False,True
7,0.59,0.54,-0.05,Perfect,1.79,6.0,0.08,0,0,0,1762.15,False,False,True
8,0.54,-2.2,-2.74,Blunder,0.99,0.11,2.0,0,0,0,1765.79,False,False,True
9,-2.2,-0.27,1.94,Blunder,1.51,2.71,1.56,1,0,0,1760.28,False,False,True
10,-0.27,0.05,0.32,Good,1.55,5.09,0.11,0,1,0,1748.58,False,False,True
11,0.05,1.94,1.89,Blunder,3.01,2.45,1.64,0,0,0,1749.48,False,True,False
12,1.94,4.42,2.48,Blunder,3.76,1.31,2.0,0,0,0,1744.98,False,True,False
13,4.42,4.09,-0.33,Good,5.78,5.26,0.06,1,0,0,1740.78,False,True,False
14,4.09,5.0,0.91,Inaccuracy,2.0,4.87,0.6,1,0,0,1742.97,False,True,False
15,5.0,5.0,0.03,Perfect,1.79,5.58,0.24,0,0,0,1738.91,False,True,False
16,5.0,4.97,-0.03,Perfect,4.3,6.0,0.35,0,0,0,1744.96,False,True,False
17,4.97,4.95,-0.03,Perfect,2.77,6.0,0.02,1,0,0,1751.17,False,True,False
18,4.95,4.88,-0.06,Perfect,1.66,5.76,0.4,0,1,0,1756.6,False,True,False
19,4.88,4.98,0.09,Perfect,3.82,6.0,0.39,0,0,0,1761.16,False,True,False
20,4.98,5.0,0.11,Perfect,1.37,5.48,0.24,0,0,0,1767.38,False,True,False
21,5.0,5.0,0.03,Perfect,4.87,5.94,0.23,0,0,0,1773.4,False,True,False
22,5.0,4.99,-0.01,Perfect,1.87,6.0,0.15,0,1,0,1778.8,False,True,False
23,4.99,4.99,-0.0,Perfect,3.4,6.0,0.14,0,0,0,1784.46,False,True,False
24,4.99,5.0,0.11,Perfect,3.31,6.0,0.12,0,0,0,1788.48,False,True,False
25,5.0,4.95,-0.05,Perfect,4.09,5.18,0.19,1,0,0,1794.51,False,True,False
26,4.95,4.9,-0.05,Perfect,1.99,5.97,0.4,0,0,0,1799.91,False,True,False
27,4.9,5.0,1.41,Blunder,4.82,3.84,1.06,0,0,0,1805.07,False,True,False
28,5.0,5.0,0.01,Perfect,3.78,5.78,0.17,0,0,0,1793.97,False,True,False
29,5.0,5.0,0.47,Good,2.97,4.9,0.42,0,1,0,1797.93,False,True,False
30,5.0,5.0,0.06,Perfect,3.1,6.0,0.12,1,0,0,1799.73,False,True,False
31,5.0,5.0,0.05,Perfect,5.2,6.0,0.06,1,0,0,1803.15,False,True,False
32,5.0,4.95,-0.05,Perfect,5.45,5.63,0.3,0,0,0,1808.45,False,True,False
33,4.95,4.95,0.0,Perfect,3.02,6.0,0.31,0,0,0,1813.08,False,True,False
34,4.95,4.93,-0.03,Perfect,5.04,6.0,0.38,0,0,0,1816.44,False,True,False
35,4.93,4.61,-0.31,Good,4.14,5.77,0.31,1,0,0,1820.04,False,True,False
36,4.61,4.58,-0.03,Perfect,3.68,6.0,0.35,1,0,0,1821.8,True,False,False
37,4.58,5.0,0.43,Good,1.71,5.01,0.41,0,0,0,1825.7,True,False,False
38,5.0,5.0,0.06,Perfect,3.19,5.87,0.25,0,0,0,1826.52,True,False,False
39,5.0,5.0,0.03,Perfect,3.74,5.96,0.31,0,0,0,1831.01,True,False,False
40,5.0,2.93,-2.07,Blunder,0.67,1.39,1.84,1,0,0,1837.29,True,False,False
41,2.93,1.62,-1.31,Blunder,1.46,1.98,0.87,1,0,0,1825.52,True,False,False
42,1.62,-0.12,-1.74,Blunder,3.21,2.32,1.29,0,0,0,1816.46,True,False,False
43,-0.12,-0.13,-0.01,Perfect,0.83,6.0,0.32,0,0,0,1805.08,True,False,False
44,-0.13,-2.85,-2.72,Blunder,3.28,0.43,2.0,0,0,0,1808.8,True,False,False
45,-2.85,-2.55,0.29,Good,1.37,4.82,0.14,0,1,0,1797.86,True,False,False
46,-2.55,-2.91,-0.36,Good,1.33,4.71,0.09,0,1,0,1798.78,True,False,False
47,-2.91,-2.91,0.0,Perfect,0.65,6.0,0.19,1,0,0,1800.96,True,False,False
1,-0.09,-0.07,0.02,Perfect,0.9,6.0,0.25,0,0,0,2085.56,False,False,True
2,-0.07,-1.54,-1.47,Blunder,1.83,4.41,1.36,0,0,0,2088.57,False,False,True
3,-1.54,-1.64,-0.1,Perfect,0.51,4.49,0.36,0,0,0,2081.14,False,False,True
4,-1.64,-1.66,-0.02,Perfect,2.13,6.0,0.16,0,0,0,2083.66,False,False,True
5,-1.66,-1.66,0.0,Perfect,1.94,6.0,0.13,0,1,0,2086.82,False,False,True
6,-1.66,-1.68,-0.02,Perfect,1.39,6.0,0.29,0,0,0,2090.09,False,False,True
7,-1.68,-1.7,-0.02,Perfect,2.02,5.61,0.13,0,0,0,2093.82,False,False,True
8,-1.7,-1.69,0.01,Perfect,1.87,6.0,0.25,0,0,0,2096.33,False,False,True
9,-1.69,-1.83,-0.14,Perfect,1.44,5.55,0.27,0,0,0,2098.95,False,False,True
10,-1.83,-1.79,0.03,Perfect,0.71,6.0,0.06,0,0,0,2102.94,False,False,True
11,-1.79,-1.81,-0.02,Perfect,4.39,5.9,0.04,0,0,0,2106.62,False,True,False
12,-1.81,-1.8,0.01,Perfect,1.29,6.0,0.01,0,0,0,2108.74,False,True,False
13,-1.8,-1.78,0.02,Perfect,1.96,6.0,0.2,0,0,0,2111.45,False,True,False
14,-1.78,-4.15,-2.37,Blunder,7.0,1.54,2.0,1,0,0,2114.98,False,True,False
15,-4.15,-4.06,0.09,Perfect,4.07,5.44,0.1,1,0,0,2108.7,False,True,False
16,-4.06,-1.87,2.19,Blunder,7.0,2.27,1.62,0,0,0,2113.56,False,True,False
17,-1.87,0.12,1.99,Blunder,5.36,2.12,1.54,0,0,0,2103.47,False,True,False
18,0.12,0.12,-0.0,Perfect,3.45,5.95,0.27,0,0,0,2097.59,False,True,False
19,0.12,0.08,-0.04,Perfect,2.4,5.94,0.23,0,0,0,2099.62,False,True,False
20,0.08,0.07,-0.01,Perfect,3.81,6.0,0.29,0,0,0,2102.37,False,True,False
21,0.07,0.02,-0.05,Perfect,4.26,5.78,0.08,1,0,0,2105.17,False,True,False
22,0.02,-0.04,-0.06,Perfect,3.32,6.0,0.23,0,0,0,2108.53,False,True,False
23,-0.04,1.67,1.72,Blunder,2.49,2.99,1.34,0,0,0,2110.87,False,True,False
24,1.67,1.87,0.19,Perfect,2.42,5.94,0.04,1,0,0,2104.34,False,True,False
25,1.87,1.48,-0.39,Good,6.07,4.55,0.3,0,0,0,2108.05,False,True,False
26,1.48,-0.42,-1.89,Blunder,4.63,2.07,1.65,0,0,0,2109.22,False,True,False
27,-0.42,-0.93,-0.51,Inaccuracy,3.96,5.14,0.31,0,0,0,2102.66,False,True,False
28,-0.93,-0.94,-0.01,Perfect,4.22,5.22,0.06,0,0,0,2101.02,False,True,False
29,-0.94,-0.96,-0.02,Perfect,1.91,6.0,0.33,0,0,0,2103.56,False,True,False
30,-0.96,-0.61,0.34,Good,3.96,5.67,0.26,0,1,0,2106.76,False,True,False
31,-0.61,-0.68,-0.07,Perfect,3.15,5.39,0.24,0,0,0,2108.11,False,True,False
32,-0.68,-0.7,-0.02,Perfect,2.23,5.7,0.01,0,0,0,2110.69,False,True,False
33,-0.7,-1.27,-0.56,Inaccuracy,5.94,5.03,0.4,0,0,0,2113.96,False,True,False
34,-1.27,-1.38,-0.12,Perfect,3.86,6.0,0.03,1,0,0,2111.41,False,True,False
35,-1.38,-1.38,0.01,Perfect,2.9,5.59,0.38,0,0,0,2114.66,False,True,False
36,-1.38,-1.38,-0.0,Perfect,5.2,6.0,0.27,0,0,0,2116.99,False,True,False
37,-1.38,-1.27,0.1,Perfect,1.37,5.18,0.2,0,0,0,2119.7,False,True,False
38,-1.27,-1.27,0.01,Perfect,3.8,6.0,0.06,1,0,0,2122.49,False,True,False
39,-1.27,-1.23,0.03,Perfect,4.49,6.0,0.06,1,1,0,2125.91,False,True,False
40,-1.23,-1.23,0.0,Perfect,2.08,6.0,0.3,0,0,0,2128.45,False,True,False
41,-1.23,-1.26,-0.03,Perfect,2.16,5.76,0.13,1,0,0,2130.56,False,True,False
42,-1.26,1.06,2.32,Blunder,7.0,0.42,1.75,0,0,0,2134.22,False,True,False
43,1.06,1.19,0.12,Perfect,4.52,6.0,0.38,0,0,0,2127.35,False,True,False
44,1.19,1.23,0.04,Perfect,5.41,4.78,0.34,0,0,0,2130.18,False,True,False
45,1.23,1.23,-0.0,Perfect,3.03,6.0,0.18,0,0,0,2132.42,True,False,False
46,1.23,1.32,0.09,Perfect,3.82,4.86,0.03,0,0,0,2137.96,True,False,False
47,1.32,1.33,0.01,Perfect,2.6,5.29,0.07,0,0,0,2143.95,True,False,False
48,1.33,1.31,-0.02,Perfect,4.01,6.0,0.38,0,0,0,2148.06,True,False,False
49,1.31,-0.15,-1.46,Blunder,4.45,3.37,1.15,0,0,0,2152.86,True,False,False
50,-0.15,-0.09,0.05,Perfect,3.0,5.71,0.3,0,0,0,2141.56,True,False,False
51,-0.09,-2.67,-2.58,Blunder,3.04,0.46,2.0,1,0,0,2147.07,True,False,False
52,-2.67,-1.36,1.31,Blunder,3.21,3.41,1.2,0,0,0,2138.72,True,False,False
53,-1.36,-1.51,-0.15,Perfect,1.71,5.35,0.24,0,0,0,2128.54,True,False,False
54,-1.51,-1.52,-0.01,Perfect,0.73,6.0,0.28,0,1,0,2133.8,True,False,False
55,-1.52,-1.52,-0.0,Perfect,1.7,4.6,0.22,0,0,0,2139.16,True,False,False
56,-1.52,-1.49,0.03,Perfect,1.1,5.82,0.28,0,0,0,2143.08,True,False,False
57,-1.49,-1.45,0.04,Perfect,1.19,5.94,0.32,0,0,0,2147.28,True,False,False
58,-1.45,-1.43,0.02,Perfect,1.02,6.0,0.34,0,0,0,2152.81,True,False,False
59,-1.43,-1.41,0.02,Perfect,2.16,6.0,0.28,0,0,0,2157.66,True,False,False
1,0.34,0.42,0.07,Perfect,1.77,6.0,0.03,1,0,0,920.18,False,False,True
2,0.42,0.44,0.02,Perfect,1.56,6.0,0.17,0,0,0,923.75,False,False,True
3,0.44,0.91,0.47,Good,1.81,5.05,0.33,1,0,0,927.14,False,False,True
4,0.91,0.78,-0.14,Perfect,1.82,5.36,0.32,1,0,0,927.83,False,False,True
5,0.78,0.83,0.06,Perfect,1.62,5.4,0.12,0,0,0,931.81,False,False,True
6,0.83,0.83,-0.0,Perfect,0.6,5.82,0.33,0,0,0,934.16,False,False,True
7,0.83,0.87,0.04,Perfect,0.92,6.0,0.27,1,0,0,936.84,False,False,True
8,0.87,1.0,0.13,Perfect,1.56,5.47,0.11,0,0,0,939.75,False,False,True
9,1.0,0.98,-0.02,Perfect,1.2,5.83,0.08,0,0,0,943.25,False,False,True
10,0.98,0.21,-0.77,Inaccuracy,1.01,3.98,0.49,1,0,0,946.91,False,False,True
11,0.21,0.44,0.23,Good,3.8,4.62,0.09,1,0,0,944.79,False,True,False
12,0.44,0.54,0.1,Perfect,2.55,5.17,0.09,0,0,0,945.54,False,True,False
13,0.54,0.66,0.13,Perfect,1.99,6.0,0.07,0,0,0,947.57,False,True,False
14,0.66,0.67,0.01,Perfect,1.97,6.0,0.28,0,0,0,950.16,False,True,False
15,0.67,1.27,0.6,Inaccuracy,6.47,5.76,0.45,1,0,0,953.95,False,True,False
16,1.27,1.02,-0.25,Good,5.31,5.64,0.18,0,0,0,952.31,False,True,False
17,1.02,1.03,0.01,Perfect,2.83,5.75,0.36,0,0,0,953.07,False,True,False
18,1.03,1.08,0.05,Perfect,2.19,5.11,0.23,0,0,0,955.25,False,True,False
19,1.08,1.29,0.21,Good,2.87,6.0,0.24,0,0,0,957.6,False,True,False
20,1.29,1.47,0.18,Perfect,3.78,6.0,0.4,0,0,0,958.88,False,True,False
21,1.47,1.51,0.05,Perfect,1.39,5.97,0.33,0,0,0,962.29,False,True,False
22,1.51,1.07,-0.44,Good,4.35,4.99,0.38,0,0,0,965.87,False,True,False
23,1.07,1.05,-0.02,Perfect,4.67,6.0,0.19,1,0,0,966.53,False,True,False
